Molecule ChEMBL ID,Smiles,Standard Type,Standard Value,Standard Units,pChEMBL Value
CHEMBL1573606,Cc1ccc(C2(C)NC(=O)N(CC(=O)N(C)CC(=O)Nc3cccc4ccccc34)C2=O)cc1,Potency,112201.8,nM,3.95
CHEMBL1387892,O=C(NCc1ccccc1)c1ccc2nnsc2c1,Potency,89125.1,nM,4.05
CHEMBL1373785,CCCc1cc(C(=O)Nc2ccc(C)cc2)no1,Potency,631.0,nM,6.2
CHEMBL1302967,CCCC(c1nnnn1Cc1ccc(OC)cc1)N1CCN(c2ccccc2)CC1,Potency,631.0,nM,6.2
CHEMBL1578772,CCC1=NN(C(=O)C(=O)Nc2ccc(Br)cc2)C(O)(C(F)(F)F)C1,Potency,100000.0,nM,4.0
CHEMBL1422679,CC1CCN(S(=O)(=O)c2ccc3c(c2)n(C)c(=O)n3C)CC1,Potency,1412.5,nM,5.85
CHEMBL1530874,O=C(NC1CC2CCCC(C1)N2Cc1ccco1)NC12CC3CC(CC(C3)C1)C2,Potency,31622.8,nM,4.5
CHEMBL1540115,CCC1CCC(C(=O)NC(C(=O)NCCCN2CCCCC2C)C(C)C)CC1,Potency,44668.4,nM,4.35
CHEMBL1597027,CCO/C(O)=C1/C(C)=Nc2ccccc2N=C1NS(=O)(=O)c1ccccc1,Potency,89125.1,nM,4.05
CHEMBL1566400,Cc1c(C(=O)NC2CCCc3ccccc32)oc2ccc(S(=O)(=O)N3CCCCC3)cc12,Potency,1412.5,nM,5.85
CHEMBL1427398,CC(C)[C@H](NS(=O)(=O)c1ccccc1)C(=O)OCC(=O)N1N=C(c2ccc(Cl)cc2)CC1c1ccco1,Potency,2818.4,nM,5.55
CHEMBL1476113,CC1=Nc2cc(C(=O)NC(C)C)ccc2Sc2ccc(C)cc21,Potency,316.2,nM,6.5
CHEMBL1582665,Nc1c(C(=O)Nc2cccc(C(=O)O)c2)sc2nc3c(cc12)CCCC3,Potency,7943.3,nM,5.1
CHEMBL1583493,NS(=O)(=O)c1cccc(NC(=O)C(Cc2ccccc2)NC(=O)c2ccccc2)c1,Potency,4466.8,nM,5.35
CHEMBL1495529,Cl.OC(CNCc1ccncc1)c1ccccc1,Potency,707.9,nM,6.15
CHEMBL1332486,CCOC(=O)c1sc2nc(N3CCCC3)c3c(c2c1N)CC(C)(C)OC3,Potency,25118.9,nM,4.6
CHEMBL1495983,CCOC(=O)N1CCN(CCC(=O)Nc2ccc(F)c(F)c2)CC1,Potency,631.0,nM,6.2
CHEMBL1600890,O=C(NCc1ccccc1F)C(c1ccccc1)c1ccccc1,Potency,631.0,nM,6.2
CHEMBL3210989,CCN(CC)/C(=N\S(=O)(=O)c1ccccc1C)c1ccccc1,Potency,28183.8,nM,4.55
CHEMBL1388469,COc1ccc(C2CC(c3cccs3)=NN2C(=O)CCl)cc1OC,Potency,3548.1,nM,5.45
CHEMBL1365696,CCC(C)[C@@H](NC(=O)OC(C)(C)C)c1nnc(S(=O)(=O)Cc2cccc(C)c2)o1,Potency,17782.8,nM,4.75
CHEMBL1376964,C=CCn1c(N)c(C(=O)NCc2cccnc2)sc1=S,Potency,631.0,nM,6.2
CHEMBL1332547,O=C(Nc1nnc(-c2ccncc2)s1)C1CCCO1,Potency,2818.4,nM,5.55
CHEMBL1455420,COC(=O)CN1C(=O)CSc2ccc(S(=O)(=O)N3CCOCC3)cc21,Potency,100000.0,nM,4.0
CHEMBL1376986,O=C(CCNS(=O)(=O)c1ccc(Br)s1)NC1CCCC1,Potency,89125.1,nM,4.05
CHEMBL1544063,COc1ccc(/C=C(/C(=O)c2ccc(Cl)cc2Cl)n2cncn2)cc1,Potency,79432.8,nM,4.1
CHEMBL1377004,COc1ccc(NC(=O)COC(=O)Cc2c(F)cccc2Cl)cc1,Potency,56234.1,nM,4.25
CHEMBL3195272,COC(=O)/C(=N/Nc1ccc(C)cc1)N1CCCc2ccccc21,Potency,25118.9,nM,4.6
CHEMBL1523204,CC1=CC(=O)C2=C(C)C[C@H](O)[C@@H]3[C@H](OC(=O)[C@H]3C)[C@@H]12.O,Potency,15848.9,nM,4.8
CHEMBL1434967,Cc1ccc(Cn2c(C(=O)Nc3cccc(Cl)c3)cc3sccc32)cc1,Potency,6309.6,nM,5.2
CHEMBL1543972,Cc1ccc(CS(=O)(=O)CCC(=O)NCC2CCCO2)cc1,Potency,5011.9,nM,5.3
CHEMBL1317738,O=C(O)c1cc(S(=O)(=O)N2CC=C(c3ccccc3)CC2)ccc1O,Potency,100000.0,nM,4.0
CHEMBL1574017,COC(=O)CNC(=O)C(C)NC(=O)CNC(=O)OCc1ccccc1,Potency,44668.4,nM,4.35
CHEMBL1599790,O=C(CSc1nnc2ccccn12)c1ccc(OC(F)F)cc1OC(F)F,Potency,794.3,nM,6.1
CHEMBL1506370,C=CCN(C(=O)Nc1ccc(Cl)cc1)C1CC(=O)N(c2ccc(OC)cc2)C1=O,Potency,11220.2,nM,4.95
CHEMBL1593536,O=C(COC(=O)CCC(=O)c1ccccc1)Nc1nnc(-c2ccccc2)o1,Potency,89125.1,nM,4.05
CHEMBL1529092,O=C(Nc1ccc2c(c1)OCCO2)NC1CCCCC1,Potency,50118.7,nM,4.3
CHEMBL1600389,COc1ccc(CCNC(=O)C(CC(C)C)NC(N)=O)cc1,Potency,19952.6,nM,4.7
CHEMBL1325092,COc1cc(C)c(C)cc1S(=O)(=O)N1CCCCC1c1cccnc1,Potency,89125.1,nM,4.05
CHEMBL1569475,O=C1CC(N2CCCc3ccccc32)C(=O)N1c1ccccc1,Potency,112201.8,nM,3.95
CHEMBL1390468,C=CCn1c(Cc2cccs2)nnc1SCC(=O)c1cccc(Br)c1,Potency,100000.0,nM,4.0
CHEMBL1585963,O=C(Nc1ccccc1)OC1CCS(=O)(=O)C1,Potency,631.0,nM,6.2
CHEMBL1569385,CC(C)CC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,Potency,1122.0,nM,5.95
CHEMBL1350436,Cc1c(C(=O)O)cccc1-c1ccc(C=O)o1,Potency,35481.3,nM,4.45
CHEMBL258767,C[C@@H](NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1)c1ccccc1,Potency,8912.5,nM,5.05
CHEMBL1602156,CCCCOc1ccc(Cc2c(O)nc(SC)nc2O)cc1,Potency,100000.0,nM,4.0
CHEMBL1316146,Cc1cccc(NC(=O)C(=O)NCC(c2cccnc2)N2CCOCC2)c1,Potency,112201.8,nM,3.95
CHEMBL1339258,CCCCC(CC)C1OCC(C[N+]2(C)CCOCC2)O1,Potency,50118.7,nM,4.3
CHEMBL3191221,C/N=C/c1sc2ccccc2c1O,Potency,35481.3,nM,4.45
CHEMBL1554124,Cc1ccccc1OCCC(=O)OCC(=O)N1c2ccccc2NC(=O)C1(C)C,Potency,8912.5,nM,5.05
CHEMBL1524448,COC(=O)c1c(NC(=O)Cc2cccs2)sc(C)c1C,Potency,1412.5,nM,5.85
CHEMBL3208182,COc1ccc2c(c1)CC/C2=N\OC(=O)c1ccccc1C,Potency,89125.1,nM,4.05
CHEMBL1514001,COc1cc2nc(CN3CCN(S(=O)(=O)c4ccccc4)CC3)nc(O)c2cc1OC,Potency,2818.4,nM,5.55
CHEMBL1373810,CCOC(=O)c1c(NC(=O)c2cc(-c3ccc(Br)cc3)on2)sc(C(C)=O)c1C,Potency,112201.8,nM,3.95
CHEMBL1456005,CN1C(=O)CC(N2CCN(C(=O)c3ccccc3)CC2)C1=O,Potency,562.3,nM,6.25
CHEMBL1591379,Cc1nc2ccc(C(=O)OCC(=O)N(C)c3ccccc3)cc2nc1C,Potency,112201.8,nM,3.95
CHEMBL1470001,Cc1ccc2c(c1)c1c3n2CCNC3CCC1.Cl,Potency,44668.4,nM,4.35
CHEMBL1495244,COc1ccc(CC(=O)Nc2nc(C)cs2)cc1OC,Potency,8912.5,nM,5.05
CHEMBL1583359,COc1c(Cl)cc(Cl)cc1C(=O)Nc1ccc(NC(C)=O)cc1,Potency,25118.9,nM,4.6
CHEMBL1506206,CCn1c(SCC(=O)OC(C)C)nnc1-c1cccc(Cl)c1,Potency,44668.4,nM,4.35
CHEMBL1417566,COc1cc(OC)c(OC)cc1CNC(=O)c1cccc(S(=O)(=O)N2CCc3ccccc3C2)c1,Potency,891.3,nM,6.05
CHEMBL1424193,N#Cc1ccc(C(=O)NCC(c2ccco2)N2CCCC2)cc1,Potency,25118.9,nM,4.6
CHEMBL1490312,CN1C(=O)/C(=C\c2ccc(N(C)C)cc2)OC1=S,Potency,1122.0,nM,5.95
CHEMBL3213234,CC1CCC/C(=N/NC(=O)c2ccccc2-n2cccc2)C1,Potency,39810.7,nM,4.4
CHEMBL1348552,CC(C)NC(=O)c1ccccc1[S+]([O-])c1ccccc1C#N,Potency,89125.1,nM,4.05
CHEMBL1338180,O=C(CCC(=O)N1CCN(c2ccccc2F)CC1)N1CCN(c2ccccc2)CC1,Potency,631.0,nM,6.2
CHEMBL1474393,COc1ccc(OC)c(NC(=O)CCN2CCN(C/C=C/c3ccccc3)CC2)c1.Cl,Potency,631.0,nM,6.2
CHEMBL1427812,COCCCNC(=O)C1=CCN(S(=O)(=O)c2ccc(C)cc2)CC1,Potency,199.5,nM,6.7
CHEMBL1327509,CCCSc1nsc(NC(=O)Nc2ccc(F)cc2F)n1,Potency,79432.8,nM,4.1
CHEMBL1541640,CCOC(=O)CNC(=O)c1sc(NC(=O)c2cccc(F)c2)nc1C,Potency,22387.2,nM,4.65
CHEMBL1520329,CCc1ccc(CNC(=O)CCn2ccc3cc(S(=O)(=O)N4CCCC4)ccc32)cc1,Potency,39810.7,nM,4.4
CHEMBL1548385,O=C1c2ccccc2CN1CCSC(=S)N1CCOCC1,Potency,2818.4,nM,5.55
CHEMBL1311620,Cc1nn(C)cc1S(=O)(=O)N1CCN(c2ccccc2F)CC1,Potency,56234.1,nM,4.25
CHEMBL1483250,O=S(=O)(c1cccc(-n2cnnn2)c1)N1CCOCC1,Potency,112201.8,nM,3.95
CHEMBL1357989,NNC(=O)CP(=O)(c1ccccc1)c1ccccc1,Potency,7079.5,nM,5.15
CHEMBL1454996,CC(=O)c1cccc(NC(=O)c2noc3c2CCCC3)c1,Potency,2238.7,nM,5.65
CHEMBL1424830,CCCCC1CCC(C(=O)NC2CCS(=O)(=O)C2)CC1,Potency,56234.1,nM,4.25
CHEMBL1387646,O=C(Nc1ccccc1C(=O)OC1CCOC1=O)c1ccco1,Potency,2511.9,nM,5.6
CHEMBL1305396,Cl.OC(COc1ccc2c(c1)CCC2)CN1CCN(c2cccc(Cl)c2)CC1,Potency,12589.3,nM,4.9
CHEMBL1534594,CS(=O)(=O)Nc1cc2c3c(c1)CCC(=O)N3CCC2,Potency,25118.9,nM,4.6
CHEMBL1335926,CCN1CCN(CCNC(=O)CS(=O)(=O)Cc2nc(-c3ccc(C)cc3)oc2C)CC1,Potency,100000.0,nM,4.0
CHEMBL1503327,CCOC(=O)c1cc(NC(=O)C2C3CCC(O3)C2C(=O)O)cc(C(=O)OCC)c1,Potency,707.9,nM,6.15
CHEMBL1571898,CC1=CS/C(=C(/C#N)C(=O)NCc2ccco2)N1c1ccccc1,Potency,6309.6,nM,5.2
CHEMBL1588494,CCOc1ccc(Cl)cc1S(=O)(=O)NCc1cccnc1,Potency,44668.4,nM,4.35
CHEMBL1455075,O=C(CCN1CCOCC1)Nc1ccc(F)cc1,Potency,3981.1,nM,5.4
CHEMBL1554370,O=C(CN1CCN(c2ccccc2O)CC1)Nc1cc(S(=O)(=O)N2CCCC2)ccc1Cl,Potency,112201.8,nM,3.95
CHEMBL1455389,Cc1cc2ccccc2n1CCNC(=O)COc1ccc2ccccc2c1,Potency,3162.3,nM,5.5
CHEMBL1454291,COc1cc(S(=O)(=O)N2CCC(c3nc4ccccc4s3)CC2)ccc1S(=O)(=O)N1CC(C)CC(C)C1,Potency,56234.1,nM,4.25
CHEMBL1347124,O=C(COc1ccc(F)cc1)NC1CC1,Potency,12589.3,nM,4.9
CHEMBL1599724,Cc1ccc(N(C(=O)c2ccc(S(=O)(=O)N3CCOCC3)cc2)C2C=CS(=O)(=O)C2)cc1,Potency,631.0,nM,6.2
CHEMBL1465583,Cc1ccc(S(=O)(=O)N2CCCCC2)cc1NC(=O)COC(=O)Cc1ccc(Cl)cc1,Potency,316.2,nM,6.5
CHEMBL1404350,CCc1ccc(NC(=O)CN2C(=O)CCSc3ccccc32)cc1,Potency,100000.0,nM,4.0
CHEMBL1355257,Cc1ccc(OC(=O)CSc2nnc(CNC(=O)c3ccccc3)o2)cc1,Potency,79432.8,nM,4.1
CHEMBL1422536,COc1ccc(C(=O)NC2CCN(S(=O)(=O)c3ccc(C)cc3)CC2)cc1,Potency,631.0,nM,6.2
CHEMBL1479919,CCc1ccc(C2c3c(-c4ccccc4O)n[nH]c3C(=O)N2Cc2cccnc2)cc1,Potency,100000.0,nM,4.0
CHEMBL319042,O=C1c2ccccc2C(=O)N1Cc1nc(-c2ccccc2)no1,Potency,39810.7,nM,4.4
CHEMBL85233,Cc1c(Cc2c(C)n(C)n(-c3ccccc3)c2=O)c(=O)n(-c2ccccc2)n1C,Potency,50118.7,nM,4.3
CHEMBL1422530,NS(=O)(=O)c1ccc(CCNC(=O)CCCNC(=O)c2ccc(Cl)cc2)cc1,Potency,1412.5,nM,5.85
CHEMBL1434326,COc1ccc(N2CCN(CCCNC(=O)c3sc4ncccc4c3-n3cccc3)CC2)cc1,Potency,39810.7,nM,4.4
CHEMBL1397034,COc1ccccc1Cc1nc2ccccc2nc1SCC(=O)Nc1ccc2c(c1)OCO2,Potency,17782.8,nM,4.75
CHEMBL1480455,CC(NC(=O)N1CCOCC1)c1ccccc1,Potency,1122.0,nM,5.95
CHEMBL1480457,O=S(=O)(NCc1ccccn1)C(F)(F)F,Potency,316.2,nM,6.5
CHEMBL1491622,CCOc1ccc(C(=O)Nc2cc(C)c3c(=O)oc4ccccc4c3n2)cc1,Potency,5011.9,nM,5.3
CHEMBL1303834,O=C(Nc1ccc2c(c1)OCCO2)C1CCN(S(=O)(=O)c2ccc(Br)s2)CC1,Potency,1778.3,nM,5.75
CHEMBL1334829,COc1ccccc1-n1c(SCC(=O)Nc2cccc(C)c2)nc2c(c1=O)SCC2,Potency,631.0,nM,6.2
CHEMBL1436276,CC(=O)c1ccc(S(=O)(=O)Nc2ccccc2C(=O)NC2CC2)cc1,Potency,631.0,nM,6.2
CHEMBL1321713,COc1ccccc1-c1c(C)nn2c(N3CCCCCC3)cc(C)nc12,Potency,1412.5,nM,5.85
CHEMBL1333903,COc1ccc(OCC(=O)NCC(c2ccc(OC)cc2)N2CCCCC2)cc1,Potency,2238.7,nM,5.65
CHEMBL567323,Cc1cccc(NS(=O)(=O)c2ccc(C)c(C(=O)OCC(=O)Nc3cc(C)on3)c2)c1,Potency,8912.5,nM,5.05
CHEMBL1555054,Cc1ccc(C(=O)CN2C(=O)NC3(CCCCCC3)C2=O)c(C)c1,Potency,50118.7,nM,4.3
CHEMBL1509250,O=C(NN=C1CCCC1)C(=O)Nc1cccc(C(F)(F)F)c1,Potency,79432.8,nM,4.1
CHEMBL1469869,COc1ccc(NC(=O)CC(C(=O)O)N2CCCCC2)cc1,Potency,28183.8,nM,4.55
CHEMBL1548344,Cc1ccc(-n2c(C)nnc2SCC(=O)N2CCc3ccccc3C2)cc1C,Potency,1412.5,nM,5.85
CHEMBL1591832,COc1ccccc1C(=O)NC(CCSC)C(=O)NNC(=O)c1ccccc1C,Potency,891.3,nM,6.05
CHEMBL1351372,CC(C)NC(=O)c1cnn2c1NC(c1cccs1)CC2C(F)(F)F,Potency,39810.7,nM,4.4
CHEMBL1383934,COc1ccc(C(=O)N2CCN(C(=O)c3ccco3)CC2)cc1,Potency,17782.8,nM,4.75
CHEMBL1480593,O=C1COc2ccc(C(=O)COc3ccc(Cl)cc3Br)cc2N1,Potency,3981.1,nM,5.4
CHEMBL1433208,COc1ccc(Oc2nc3ccccc3n(C)c2=O)cc1,Potency,5011.9,nM,5.3
CHEMBL1472928,CCOc1ccc(NC(=O)CN(C)C(=O)c2sccc2-c2ccccc2)cc1OCC,Potency,89125.1,nM,4.05
CHEMBL1509263,Cc1cc(C(=O)NCc2cccnc2)n(-c2ccccc2)n1,Potency,10000.0,nM,5.0
CHEMBL1565300,COC(=O)c1sc(NC(=O)CSc2nc3cccnc3n2C2CCCCC2)nc1C,Potency,631.0,nM,6.2
CHEMBL1561755,O=C(CC1OC(=O)c2ccccc21)NNC(=O)c1ccc(F)cc1,Potency,631.0,nM,6.2
CHEMBL1512178,CC1CCN(C(=O)CSc2nnc(-c3ccc(F)cc3)[nH]2)CC1,Potency,631.0,nM,6.2
CHEMBL1474870,COc1ccc(Nc2nc(N3CCN(S(C)(=O)=O)CC3)nc3ccccc23)c(OC)c1,Potency,1258.9,nM,5.9
CHEMBL1553299,Cc1cccc(C(=O)NCC(=O)OCc2cc(=O)n3nc(C4CC4)sc3n2)c1,Potency,3981.1,nM,5.4
CHEMBL3195838,Cc1ccc(/C=N/n2c(=O)c(C(C)(C)C)nn3cnnc23)cc1,Potency,15848.9,nM,4.8
CHEMBL3194126,COC(=O)c1ccc(C(=O)/N=c2\sccn2C)cc1,Potency,1778.3,nM,5.75
CHEMBL1387880,CCN1CCN(CC(=O)NC2CCCCC2)C(=O)C1=O,Potency,2238.7,nM,5.65
CHEMBL1495481,C1=Nc2c(Nc3ccccc3)ncnc2Oc2ccccc21,Potency,891.3,nM,6.05
CHEMBL1588285,Cc1nc2cc(NC(=O)CCS(=O)(=O)c3ccccc3)ccc2s1,Potency,3162.3,nM,5.5
CHEMBL1603223,COc1ccc(OCCCC(=O)Nc2ccc3c(c2)OCO3)cc1,Potency,2511.9,nM,5.6
CHEMBL1431900,CCCCC(C(=O)OCC(=O)c1ccc(OC)cc1)N1C(=O)c2ccccc2C1=O,Potency,631.0,nM,6.2
CHEMBL1549433,CCOc1nc(Nc2ccc(OC)cc2)nc(OCC)n1,Potency,25118.9,nM,4.6
CHEMBL1522651,CCn1c(SCC(=O)Nc2ccc(C)cc2)nnc1-c1ccc(O)cc1,Potency,1258.9,nM,5.9
CHEMBL1332456,O=C(Nc1cccc2nsnc12)c1ccc(-c2cccc(Cl)c2)o1,Potency,4466.8,nM,5.35
CHEMBL1387956,COCCn1nnnc1CN(CCc1ccccc1)Cc1cc2ccc(C)cc2nc1O,Potency,3548.1,nM,5.45
CHEMBL1510603,O=C(CCc1nc2ccccc2[nH]1)NCc1ccc2c(c1)OCO2,Potency,70794.6,nM,4.15
CHEMBL1996376,O=C1C(O)=C/C(=N\c2ccccc2O)c2ccccc21,Potency,1000.0,nM,6.0
CHEMBL1512127,Cc1ccc(-n2ncc(C(=O)NCCc3ccsc3)c2C2CCN(C(=O)OC(C)(C)C)CC2)c(C)c1,Potency,5623.4,nM,5.25
CHEMBL1312863,CCOc1ccc(NC(=O)c2cccnc2C(=O)O)cc1,Potency,100000.0,nM,4.0
CHEMBL1402155,CCn1nc(C)cc1C(=O)NC1CC(C)(C)Cc2c1cnn2-c1cccc(F)c1,Potency,3981.1,nM,5.4
CHEMBL1565246,COc1ccc(S(=O)(=O)Nc2ccccc2C(=O)N2CCCC2)cc1C,Potency,2238.7,nM,5.65
CHEMBL1392684,Clc1cccc(Cl)c1CSc1nnc(CN2CCOCC2)n1-c1ccccc1,Potency,35481.3,nM,4.45
CHEMBL1414403,O=C1NN(c2ccccc2)C(=O)C2C3C=CC(C4CC34)C12,Potency,7079.5,nM,5.15
CHEMBL3191581,CCNc1c(NS(=O)(=O)c2ccc(OC)c(Cl)c2)c(=O)oc2ccccc12,Potency,707.9,nM,6.15
CHEMBL1441265,O=C(Nc1nc2c(s1)CCCC2)c1ccc(Br)s1,Potency,7943.3,nM,5.1
CHEMBL1549691,CC1=NN(Cc2ccccc2)C(=O)C1C(c1ccc(Cl)cc1)C(C#N)C#N,Potency,100000.0,nM,4.0
CHEMBL1474882,COCCCNC(=O)c1cccc(S(=O)(=O)N2CC3(C)CC2CC(C)(C)C3)c1,Potency,100000.0,nM,4.0
CHEMBL1603271,COc1ccc(CCNC2CC(C)N(C)CC2C)cc1OC.Cl,Potency,1258.9,nM,5.9
CHEMBL1314412,Cn1c(=O)[nH]c(=O)c2c1nc(CN1CCN(c3cccc(Cl)c3)CC1)n2Cc1ccccc1,Potency,100000.0,nM,4.0
CHEMBL1462368,CCOc1ccc(C2=Nn3c(nnc3-c3cccnc3)SC2)cc1,Potency,31622.8,nM,4.5
CHEMBL1473014,Cc1ccc(C(=O)c2cn(Cc3ccccc3)c3ccccc3c2=O)cc1,Potency,4466.8,nM,5.35
CHEMBL1322303,Cc1ccc(CNc2ncccc2-c2nc(-c3ccc(Cl)cc3)no2)cc1,Potency,1584.9,nM,5.8
CHEMBL1362301,CCC(c1nnnn1Cc1cccs1)N1CCN(C2CCCC2)CC1.Cl,Potency,1778.3,nM,5.75
CHEMBL1441268,NC(=O)c1cccc(C[C@H](C(=O)O)N2C(=O)c3ccc(C(=O)O)cc3C2=O)c1,Potency,707.9,nM,6.15
CHEMBL1453159,Cc1cc(OCC(=O)N2CCC(C(=O)O)CC2)c2c3c(c(=O)oc2c1)CCCC3,Potency,39810.7,nM,4.4
CHEMBL1445196,Cc1cccc(N2CCN(C(=O)CN(C)S(=O)(=O)c3ccc4c(c3)CCC(=O)N4)CC2)c1C,Potency,22387.2,nM,4.65
CHEMBL1562745,Cc1cc(C)n(-c2ccc(C(=O)OCc3nnc(-c4ccccc4)o3)cc2)n1,Potency,1000.0,nM,6.0
CHEMBL1526517,O=c1c(Cc2c(F)cccc2Cl)c(O)ccn1C1CC1,Potency,707.9,nM,6.15
CHEMBL461024,NCCC(=O)NCCc1c[nH]cn1,Potency,28183.8,nM,4.55
CHEMBL1435134,COc1ccc(Cl)cc1NC(=O)Cn1c(=O)c2ccccc2n2nncc12,Potency,8912.5,nM,5.05
CHEMBL1590188,CCc1nn(CC(=O)Nc2cccc(C)c2C)c(=O)c2cc3sccc3n12,Potency,89125.1,nM,4.05
CHEMBL1326502,Cc1ccc(NC(=O)Nc2cnccn2)c(C)c1,Potency,1412.5,nM,5.85
CHEMBL1349388,Cc1ccc(NC(=S)N2CCC(NC(=O)c3ccco3)CC2)cc1C,Potency,89125.1,nM,4.05
CHEMBL1585030,CC(=O)c1c(C)nn(CC(O)Cn2c3c(c4cc(C)ccc42)CCCC3=O)c1C,Potency,39810.7,nM,4.4
CHEMBL1412766,Cc1cccc(C)c1NC(=O)CSc1nc(-c2ccco2)cc(C(F)(F)F)n1,Potency,56234.1,nM,4.25
CHEMBL1310220,O=C(NCCNC(=O)c1ccccn1)c1ccccc1,Potency,1258.9,nM,5.9
CHEMBL1508094,Br.COC(=O)c1ccc(CN2CCSC2=N)cc1,Potency,3162.3,nM,5.5
CHEMBL1591700,CCCCCSc1ncnc2c1sc1nc(N3CCOCC3)c3c(c12)CCCC3,Potency,89125.1,nM,4.05
CHEMBL1396103,Cc1cccc(NC(=O)c2ccc3[nH]c(C)cc(=O)c3c2)c1,Potency,100000.0,nM,4.0
CHEMBL1552967,CC1=C(c2ccc(Cl)cc2)S(=O)(=O)N=C1N1CCN(c2cccc(C)c2C)CC1,Potency,100000.0,nM,4.0
CHEMBL1607872,Cc1nn(CC(O)c2ccccc2)c(C)c1Br,Potency,17782.8,nM,4.75
CHEMBL1530331,Cc1ccc(N(C(=O)CNC(=O)c2ccco2)C(C(=O)NCC2CCCO2)c2ccccc2)cc1,Potency,2818.4,nM,5.55
CHEMBL1435364,CCc1cc(Cn2nc(-c3ccccc3)cc2C(=O)NCc2ccccc2OC)on1,Potency,2818.4,nM,5.55
CHEMBL1591718,CCCCN(C)C(=O)CSc1nc2ccccc2nc1Cc1ccc(C)cc1,Potency,562.3,nM,6.25
CHEMBL1513999,Cc1cc(C(=O)COC(=O)c2cccc(S(=O)(=O)N(C)C)c2)c(C)n1CC1CCCO1,Potency,100000.0,nM,4.0
CHEMBL1585807,CCCOc1cccc(C(=O)N(Cc2cccs2)C2CCS(=O)(=O)C2)c1,Potency,281.8,nM,6.55
CHEMBL1469786,CN(Cc1ccccc1)S(=O)(=O)c1ccc2c(c1)CCC(=O)N2,Potency,2511.9,nM,5.6
CHEMBL1437373,COc1ccc(C)cc1NC(=O)c1ccc2nc(Cc3ccccc3)oc2c1,Potency,56234.1,nM,4.25
CHEMBL1367618,CS(=O)(=O)N(Cc1ccc(Cl)cc1)c1ccc(C(=O)Nc2cccnc2)cc1,Potency,35481.3,nM,4.45
CHEMBL1373614,c1ccc(CSc2nnnn2-c2ccc3c(c2)OCCO3)nc1,Potency,8912.5,nM,5.05
CHEMBL1358373,COc1ccc(Cl)cc1C(=O)Nc1sc2c(c1C(=O)OC(C)C)CCCC2,Potency,631.0,nM,6.2
CHEMBL1509349,Oc1cc(C2CCNCC2)[nH]n1,Potency,2818.4,nM,5.55
CHEMBL1563847,O=C(CNC(=O)c1ccc(Br)o1)Nc1ccncc1,Potency,44668.4,nM,4.35
CHEMBL1575942,O=C1CCN(C(=O)c2ccccc2)C2CCCCC12,Potency,100000.0,nM,4.0
CHEMBL84662,C[C@@H](NC(=O)Cc1cccc2ccccc12)C(=O)S[C@H](Cc1ccc(-c2ccccc2)cc1)C(=O)O,IC50,1500000.0,nM,
CHEMBL777,O=C(O)[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21,IC50,15.0,nM,7.82
CHEMBL1568975,Cc1nn(Cc2ccccc2Cl)c(C)c1C(=O)NCC(c1cccs1)N1CCOCC1,Potency,44668.4,nM,4.35
CHEMBL1354992,Cc1ccc2[nH]c(SCC(=O)N(C)C3CCS(=O)(=O)C3)nc2c1,Potency,707.9,nM,6.15
CHEMBL1526978,O=c1oc2cc(O)ccc2c2ccccc12,Potency,17782.8,nM,4.75
CHEMBL1578057,Cc1ccccc1NC(=O)c1ccccc1NC(=O)CCC(=O)O,Potency,79432.8,nM,4.1
CHEMBL1596337,O=C(Cc1ccccc1)NC1CCS(=O)(=O)C1,Potency,39810.7,nM,4.4
CHEMBL1355063,CCCCn1c(N)c(N(CC(C)C)C(=O)COC(=O)C2(c3ccccc3)CC2)c(=O)[nH]c1=O,Potency,1412.5,nM,5.85
CHEMBL1539246,COc1ccc(NC(=O)NCCCCc2ccccc2)cc1OC,Potency,707.9,nM,6.15
CHEMBL1490686,O=C1CCN(Cc2ccc(O)cc2)CCN1[C@H](CO)c1ccccc1,Potency,316.2,nM,6.5
CHEMBL33720,CNCC(O)c1ccc(O)cc1,Potency,17782.8,nM,4.75
CHEMBL1360877,CCc1ccc(Nc2nnc(SCC(=O)N(C)CC(=O)Nc3ccccc3CC)s2)cc1,Potency,5623.4,nM,5.25
CHEMBL1421546,O=C(NCCc1c[nH]c2ccccc12)c1cnc2n(c1=O)CCS2,Potency,1778.3,nM,5.75
CHEMBL1342107,CN(C(=O)c1cnccn1)c1nnc(-c2cnccn2)s1,Potency,56234.1,nM,4.25
CHEMBL1539092,CCOC(=O)c1c(C)nn(S(=O)(=O)c2ccccc2)c1NCc1ccccc1,Potency,89125.1,nM,4.05
CHEMBL1302093,Cc1ccc2nc(NC(=O)C3CCCN(S(=O)(=O)c4cccnc4)C3)sc2c1,Potency,50118.7,nM,4.3
CHEMBL1398771,Cn1c(CN2CCCC2)nc2cc(NS(=O)(=O)c3ccccc3)ccc21,Potency,28183.8,nM,4.55
CHEMBL1586374,COc1ccc(C2C(C(=O)c3ccc(F)cc3)=C(O)C(=O)N2c2ccccn2)cc1OC,Potency,1122.0,nM,5.95
CHEMBL1469249,COc1ccc(CCC(=O)NCc2ccccc2OC)cc1,Potency,631.0,nM,6.2
